=>> Grammar used: 
Grammar with 10 productions (start state = S)
    S -> S '+' R [0.4]
    S -> R [0.6]
    R -> T [0.6]
    R -> 'C' '*' F '(' T ')' [0.4]
    T -> T '*' V [0.4]
    T -> 'C' [0.6]
    F -> 'sqrt' [0.333333]
    F -> 'exp' [0.333333]
    F -> 'log' [0.333333]
    V -> 'x' [1.0]

ModelBox: 1025 models
-> C0*x, p = 0.091663294464, parse trees = 3, valid = False
-> C0*x**3 + C1*sqrt(C2*x) + C3*sqrt(C4*x**3) + C5*exp(C6*x) + C7, p = 1.4843406974976006e-10, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*exp(C3*x) + C4*exp(C5*x**2), p = 3.7748736e-06, parse trees = 3, valid = False
-> C0*x + C1*log(C2*x**5) + C3, p = 1.0770605615857344e-05, parse trees = 10, valid = False
-> C0*x + C1*exp(C2*x**3) + C3*log(C4*x**6) + C5, p = 4.809263859892225e-10, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**6) + C3, p = 3.261490790400001e-06, parse trees = 2, valid = False
-> C0*sqrt(C1*x**2) + C2*sqrt(C3*x**5) + C4, p = 3.6238786560000007e-07, parse trees = 1, valid = False
-> C0*sqrt(C1*x**7) + C2*exp(C3*x**2), p = 4.026531840000001e-07, parse trees = 1, valid = False
-> C0*x**7 + C1*x**3 + C2*x**2, p = 7.514474781081604e-08, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x**4) + C3*exp(C4*x**5) + C5, p = 9.757554837496368e-18, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x**2) + C3*log(C4*x**3), p = 9.059696640000002e-07, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*exp(C3*x**4) + C4, p = 1.5149181158660508e-09, parse trees = 2, valid = False
-> C0*x**2 + C1*x + C2*exp(C3*x**3), p = 8.623381649817601e-06, parse trees = 4, valid = False
-> C0*exp(C1*x**6) + C2, p = 8.083087756256875e-05, parse trees = 10, valid = False
-> C0*x + C1*sqrt(C2*x**4) + C3*exp(C4*x) + C5, p = 1.3463433982771204e-07, parse trees = 2, valid = False
-> C0*x**2 + C1*sqrt(C2*x) + C3*log(C4*x**4) + C5, p = 9.849372385059279e-14, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x) + C4*exp(C5*x**3), p = 5.2183852646400004e-08, parse trees = 1, valid = False
-> C0*x**5 + C1*x**2 + C2*sqrt(C3*x) + C4, p = 6.679533138739202e-10, parse trees = 1, valid = False
-> C0*x**4 + C1*sqrt(C2*x**2) + C3, p = 8.296360056761353e-06, parse trees = 4, valid = False
-> C0*x**2 + C1*sqrt(C2*x) + C3*exp(C4*x**2) + C5*log(C6*x) + C7, p = 1.2764786611036819e-14, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x) + C3*exp(C4*x) + C5, p = 1.839103627719218e-07, parse trees = 3, valid = False
-> C0*exp(C1*x**2) + C2*log(C3*x**2), p = 7.86432e-05, parse trees = 2, valid = False
-> C0*x**5 + C1*x**3 + C2*exp(C3*x) + C4, p = 3.757237390540801e-08, parse trees = 1, valid = False
-> C0*exp(C1*x) + C2*exp(C3*x**5), p = 6.291456000000001e-06, parse trees = 1, valid = False
-> C0*exp(C1*x**2) + C2*log(C3*x**4), p = 6.291456000000001e-06, parse trees = 1, valid = False
-> C0*sqrt(C1*x**2) + C2*log(C3*x**3), p = 3.1457280000000007e-05, parse trees = 2, valid = False
-> C0*exp(C1*x**4) + C2*log(C3*x), p = 1.5728640000000003e-05, parse trees = 1, valid = False
-> C0*exp(C1*x**2) + C2*exp(C3*x**4) + C4, p = 9.358884061839364e-07, parse trees = 3, valid = False
-> C0*x**2 + C1*log(C2*x**3) + C3*log(C4*x**5), p = 2.3192823398400006e-08, parse trees = 1, valid = False
-> C0*exp(C1*x**3) + C2*log(C3*x**2), p = 3.15378106368e-05, parse trees = 3, valid = False
-> C0*x + C1*exp(C2*x**4) + C3*log(C4*x) + C5, p = 3.3165737459712004e-08, parse trees = 2, valid = False
-> C0*x**3 + C1*x**2 + C2*sqrt(C3*x), p = 4.076863488e-06, parse trees = 1, valid = False
-> C0*x**5 + C1*x**2 + C2*exp(C3*x**3) + C4, p = 4.809263859892225e-10, parse trees = 1, valid = False
-> C0*exp(C1*x**3) + C2*log(C3*x**3), p = 1.2582912000000002e-05, parse trees = 2, valid = False
-> C0*x**2 + C1*exp(C2*x**2) + C3*exp(C4*x**4) + C5, p = 4.638564679680002e-09, parse trees = 1, valid = False
-> C0*sqrt(C1*x**3) + C2*exp(C3*x**3), p = 6.291456000000001e-06, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*exp(C3*x**3) + C4*log(C5*x) + C6, p = 5.343626510991362e-11, parse trees = 1, valid = False
-> C0*x**4 + C1*exp(C2*x**3) + C3, p = 3.4979880105934856e-06, parse trees = 4, valid = False
-> C0*x**4 + C1*log(C2*x**2) + C3, p = 9.976720931344615e-06, parse trees = 7, valid = False
-> C0*x + C1*exp(C2*x**10) + C3, p = 4.274901208793091e-11, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x**4) + C3*log(C4*x) + C5*log(C6*x**2) + C7, p = 3.84741108791378e-11, parse trees = 1, valid = False
-> C0*x**5 + C1*x + C2*log(C3*x**2) + C4, p = 3.0779288703310244e-12, parse trees = 1, valid = False
-> C0*x**5 + C1*x + C2*sqrt(C3*x**2), p = 6.5229815808e-07, parse trees = 1, valid = False
-> C0*x**3 + C1*x + C2*exp(C3*x) + C4*exp(C5*x**2) + C6, p = 3.462669979122402e-11, parse trees = 1, valid = False
-> C0*x**5 + C1*x**2 + C2*sqrt(C3*x**5) + C4, p = 5.5402719665958436e-11, parse trees = 1, valid = False
-> C0*x**8 + C1*x**3 + C2, p = 1.3679683868137892e-12, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**3) + C3*exp(C4*x**2), p = 9.059696640000002e-07, parse trees = 1, valid = False
-> C0*x**3 + C1*log(C2*x**4), p = 2.264924160000001e-05, parse trees = 2, valid = False
-> C0*x**3 + C1*x + C2*sqrt(C3*x**5) + C4, p = 1.2023159649730566e-09, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*sqrt(C3*x) + C4*log(C5*x), p = 5.218385264640002e-08, parse trees = 1, valid = False
-> C0*x**5 + C1*x + C2*exp(C3*x**3) + C4, p = 1.6698832846848005e-08, parse trees = 2, valid = False
-> C0*x**2 + C1*exp(C2*x) + C3*exp(C4*x**6) + C5, p = 8.54980241758618e-12, parse trees = 1, valid = False
-> C0*sqrt(C1*x**2) + C2*exp(C3*x) + C4*log(C5*x) + C6, p = 1.9814167102755973e-10, parse trees = 2, valid = False
-> C0*sqrt(C1*x**2) + C2*exp(C3*x) + C4*log(C5*x**2) + C6, p = 1.6154219998598922e-08, parse trees = 2, valid = False
-> C0*x**4 + C1*sqrt(C2*x**3), p = 1.1324620800000003e-05, parse trees = 1, valid = False
-> C0*x**4 + C1*sqrt(C2*x**4) + C3, p = 1.1480447582208002e-07, parse trees = 2, valid = False
-> C0*x**3 + C1*exp(C2*x**5) + C3, p = 9.393093476352002e-08, parse trees = 1, valid = False
-> C0*x**2 + C1*log(C2*x) + C3*log(C4*x**4) + C5, p = 7.514474781081601e-09, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**4) + C3*log(C4*x**2) + C5, p = 5.218385264640001e-08, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x) + C4*exp(C5*x**2) + C6, p = 1.891984143941184e-08, parse trees = 3, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x**3) + C4*exp(C5*x), p = 5.229072517661983e-08, parse trees = 2, valid = False
-> C0*exp(C1*x**2) + C2*log(C3*x) + C4*log(C5*x**2) + C6, p = 4.809263859892226e-11, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x**6) + C4, p = 3.757237390540801e-08, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x**2) + C3*log(C4*x) + C5, p = 1.0770993420526588e-08, parse trees = 3, valid = False
-> C0*x**5 + C1*x**4 + C2*exp(C3*x) + C4, p = 3.3397665693696013e-09, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*log(C3*x**4), p = 3.145728e-05, parse trees = 2, valid = False
-> C0*x + C1*log(C2*x**2) + C3*log(C4*x**3) + C5, p = 1.8786186952704007e-08, parse trees = 1, valid = False
-> C0*x**3 + C1*x + C2*log(C3*x) + C4*log(C5*x**2) + C6, p = 1.0820843684757506e-09, parse trees = 1, valid = False
-> C0*sqrt(C1*x**2) + C2*sqrt(C3*x**4) + C4, p = 1.2377558876160005e-06, parse trees = 3, valid = False
-> C0*sqrt(C1*x) + C2*log(C3*x**5), p = 6.291456000000001e-06, parse trees = 1, valid = False
-> C0*x**5 + C1*x + C2*sqrt(C3*x), p = 1.7246763299635203e-06, parse trees = 2, valid = False
-> C0*x**2 + C1*sqrt(C2*x) + C3*exp(C4*x**2) + C5, p = 7.3521250172928e-07, parse trees = 4, valid = False
-> C0*x**4 + C1*x + C2*log(C3*x**2) + C4, p = 5.230850876564842e-08, parse trees = 2, valid = False
-> C0*x**7 + C1*sqrt(C2*x) + C3*sqrt(C4*x**6) + C5*exp(C6*x**2), p = 3.039929748475087e-12, parse trees = 1, valid = False
-> C0*x**4 + C1*x + C2*exp(C3*x) + C4*log(C5*x) + C6*log(C7*x**3), p = 1.0687253021982722e-10, parse trees = 1, valid = False
-> C0*x**5 + C1*x**2 + C2*sqrt(C3*x**2) + C4*exp(C5*x) + C6*log(C7*x) + C8, p = 2.8366192468970722e-14, parse trees = 1, valid = False
-> C0*sqrt(C1*x**3) + C2*log(C3*x**3), p = 1.2582912000000002e-05, parse trees = 2, valid = False
-> C0*x + C1*log(C2*x**2) + C3*log(C4*x**3), p = 1.8119393280000003e-06, parse trees = 2, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*exp(C4*x), p = 7.159485385558248e-05, parse trees = 7, valid = False
-> C0*x + C1*exp(C2*x**2) + C3*log(C4*x**3) + C5, p = 1.49245818568704e-07, parse trees = 2, valid = False
-> C0*x**2 + C1*log(C2*x) + C3*log(C4*x**2), p = 2.3171080126464e-06, parse trees = 2, valid = False
-> C0*x**4 + C1*sqrt(C2*x**6) + C3*log(C4*x**3), p = 1.4843406974976007e-09, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**4) + C3*sqrt(C4*x**5), p = 7.694822175827558e-11, parse trees = 1, valid = False
-> C0*sqrt(C1*x**2) + C2*log(C3*x**4), p = 6.291456000000001e-06, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x**2) + C3*exp(C4*x**3) + C5, p = 1.6698832846848004e-09, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x**2) + C3*sqrt(C4*x**5) + C5*log(C6*x) + C7, p = 2.3749451159961607e-11, parse trees = 1, valid = False
-> C0*x**4 + C1*exp(C2*x) + C3*exp(C4*x**4) + C5, p = 1.8554258718720004e-09, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x) + C4*log(C5*x**3) + C6, p = 2.0423658577658915e-15, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x) + C3*log(C4*x**2) + C5, p = 7.419554904328374e-08, parse trees = 3, valid = False
-> C0*x**7 + C1*x**4, p = 1.3045963161600002e-06, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*exp(C4*x**3), p = 2.2649241600000005e-06, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*exp(C3*x) + C4*log(C5*x**2), p = 1.2582912e-06, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*log(C4*x**3) + C5, p = 3.290101101102499e-07, parse trees = 3, valid = False
-> C0*x**3 + C1*sqrt(C2*x**4) + C3*log(C4*x**3), p = 2.319282339840001e-08, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*log(C3*x**4) + C4, p = 4.529848320000001e-06, parse trees = 2, valid = False
-> C0*x**5 + C1*x + C2*sqrt(C3*x) + C4*log(C5*x) + C6*log(C7*x**4) + C8, p = 7.879497908047424e-14, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x**2) + C3*log(C4*x**2), p = 9.059696640000002e-07, parse trees = 1, valid = False
-> C0*exp(C1*x**9), p = 1.2582912000000006e-05, parse trees = 1, valid = False
-> C0*exp(C1*x**9) + C2, p = 1.811939328000001e-06, parse trees = 1, valid = False
-> C0*x**5 + C1*x + C2*sqrt(C3*x) + C4, p = 4.520708028298692e-09, parse trees = 3, valid = False
-> C0*x + C1*sqrt(C2*x**2) + C3*log(C4*x) + C5, p = 1.0439572500660404e-06, parse trees = 6, valid = False
-> C0*x**4 + C1*x + C2*log(C3*x) + C4, p = 1.2591073595785585e-06, parse trees = 4, valid = False
-> C0*x**3 + C1*x**2 + C2*x + C3*exp(C4*x) + C5*log(C6*x**2) + C7, p = 3.84741108791378e-11, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x**5), p = 1.1324620800000001e-05, parse trees = 1, valid = False
-> C0*x**2 + C1*log(C2*x**5) + C3, p = 1.9931332608e-06, parse trees = 2, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x**5), p = 6.5229815808e-07, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x**7) + C3, p = 5.218385264640002e-07, parse trees = 2, valid = False
-> C0*x**2 + C1*exp(C2*x**2) + C3*exp(C4*x**5), p = 5.798205849600001e-08, parse trees = 1, valid = False
-> C0*x**3 + C1*sqrt(C2*x**2) + C3*exp(C4*x**4) + C5, p = 8.349416423424003e-09, parse trees = 1, valid = False
-> C0*exp(C1*x) + C2*exp(C3*x**6), p = 2.5165824000000007e-06, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**2) + C3*log(C4*x**5) + C5, p = 4.638564679680001e-09, parse trees = 1, valid = False
-> C0*sqrt(C1*x**3) + C2*exp(C3*x**3) + C4, p = 9.059696640000003e-07, parse trees = 1, valid = False
-> C0*x**4 + C1*x**2 + C2*log(C3*x**3) + C4, p = 3.757237390540801e-08, parse trees = 1, valid = False
-> C0*exp(C1*x**3) + C2*exp(C3*x**4) + C4, p = 7.251468163743746e-07, parse trees = 3, valid = False
-> C0*x**8 + C1*x**3 + C2*exp(C3*x**4), p = 1.0687253021982728e-09, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x**2) + C3*exp(C4*x**2) + C5*log(C6*x), p = 1.1596411699200004e-08, parse trees = 1, valid = False
-> C0*x**5 + C1*sqrt(C2*x) + C3, p = 3.31700123609208e-08, parse trees = 3, valid = False
-> C0*x + C1*exp(C2*x) + C3*exp(C4*x**4), p = 9.059696640000003e-07, parse trees = 1, valid = False
-> C0*exp(C1*x) + C2*log(C3*x**5) + C4, p = 9.05969664e-07, parse trees = 1, valid = False
-> C0*x**3 + C1*sqrt(C2*x**2) + C3*exp(C4*x**3) + C5, p = 2.0873541058560008e-08, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x) + C3*log(C4*x**3), p = 2.2649241600000005e-06, parse trees = 1, valid = False
-> C0*sqrt(C1*x**2) + C2*sqrt(C3*x**3), p = 3.1457280000000007e-05, parse trees = 2, valid = False
-> C0*x**4 + C1*x**3 + C2*x**2, p = 1.1741366845440001e-06, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*sqrt(C3*x**5) + C4, p = 1.3359066277478408e-10, parse trees = 1, valid = False
-> C0*x**3 + C1*x + C2*exp(C3*x), p = 2.0971385782272006e-05, parse trees = 3, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*exp(C4*x) + C5*exp(C6*x**2) + C7, p = 1.3359066277478405e-10, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x) + C4*exp(C5*x**2), p = 1.3045963161600003e-07, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**2) + C3*log(C4*x**2), p = 2.395383791616e-06, parse trees = 2, valid = False
-> C0*x**5 + C1*x**2 + C2*x + C3*exp(C4*x), p = 3.7572373905408007e-08, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x) + C3*log(C4*x) + C5*log(C6*x**2), p = 1.1874725579980804e-11, parse trees = 1, valid = False
-> C0*x**3 + C1*x + C2*sqrt(C3*x) + C4*log(C5*x**2) + C6, p = 2.3084466527482684e-11, parse trees = 2, valid = False
-> C0*x**8 + C1*x, p = 1.6307453952000005e-05, parse trees = 2, valid = False
-> C0*x**2 + C1*sqrt(C2*x**2) + C3*exp(C4*x**2), p = 2.0873541058560005e-08, parse trees = 1, valid = False
-> C0*log(C1*x) + C2*log(C3*x**6), p = 2.5165824000000007e-06, parse trees = 1, valid = False
-> C0*x**3 + C1*x + C2*sqrt(C3*x**2) + C4*exp(C5*x) + C6, p = 5.343626510991362e-11, parse trees = 1, valid = False
-> C0*x**3 + C1*exp(C2*x**4), p = 2.264924160000001e-05, parse trees = 2, valid = False
-> C0*x**2 + C1*sqrt(C2*x) + C3*exp(C4*x**2) + C5*exp(C6*x**4) + C7*log(C8*x**2) + C9, p = 4.3774988378041246e-14, parse trees = 1, valid = False
-> C0*x**8 + C1*x**2 + C2, p = 2.4046319299461136e-09, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x**3) + C3*log(C4*x**3) + C5, p = 1.1596657933509627e-08, parse trees = 2, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*exp(C4*x**2) + C5*exp(C6*x**3) + C7, p = 3.5457740586213404e-14, parse trees = 1, valid = False
-> C0*x**5 + C1*x**2 + C2*sqrt(C3*x**2) + C4*log(C5*x) + C6, p = 4.809263859892225e-10, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*sqrt(C3*x) + C4*log(C5*x) + C6, p = 1.6698832846848006e-09, parse trees = 1, valid = False
-> C0*x**4 + C1*x + C2*log(C3*x**2), p = 1.6307453952000003e-06, parse trees = 1, valid = False
-> C0*x**2 + C1*log(C2*x) + C3*log(C4*x**2) + C5, p = 4.1950022867630064e-07, parse trees = 5, valid = False
-> C0*x**5 + C1*x**4 + C2*x**2 + C3, p = 1.2023159649730564e-08, parse trees = 2, valid = False
-> C0*sqrt(C1*x) + C2*exp(C3*x**3) + C4*exp(C5*x**4), p = 3.2212254720000014e-08, parse trees = 1, valid = False
-> C0*x**6 + C1*sqrt(C2*x**7), p = 4.638564679680003e-08, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**3) + C3*log(C4*x**3) + C5, p = 5.218385264640001e-08, parse trees = 1, valid = False
-> C0*x**4 + C1*x + C2*sqrt(C3*x**2) + C4, p = 2.348273369088e-07, parse trees = 1, valid = False
-> C0*x**10 + C1, p = 3.2614907904000023e-06, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x) + C3*log(C4*x**2) + C5, p = 3.2765197399621637e-07, parse trees = 2, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x) + C4*log(C5*x**4) + C6, p = 3.00578991243264e-09, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*x + C3*sqrt(C4*x) + C5, p = 3.402289671361456e-08, parse trees = 3, valid = False
-> C0*exp(C1*x) + C2*exp(C3*x**4), p = 1.5728640000000003e-05, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*sqrt(C4*x**4) + C5*exp(C6*x) + C7, p = 3.7108517437440007e-10, parse trees = 1, valid = False
-> C0*x**6 + C1*x + C2*sqrt(C3*x**4), p = 2.4046319299461124e-09, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x**3) + C4*exp(C5*x) + C6, p = 7.5144747810816e-09, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x**2) + C3*sqrt(C4*x**4) + C5, p = 4.672704515722446e-10, parse trees = 2, valid = False
-> C0*x**3 + C1*exp(C2*x**3) + C3*log(C4*x) + C5, p = 1.0820843684757508e-09, parse trees = 1, valid = False
-> C0*x**5 + C1*sqrt(C2*x) + C3*log(C4*x**2), p = 1.4495514624000005e-07, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x**2) + C3*log(C4*x) + C5, p = 3.308632689580744e-15, parse trees = 1, valid = False
-> C0*sqrt(C1*x**3) + C2*log(C3*x**4) + C4, p = 4.4291850240000016e-07, parse trees = 2, valid = False
-> C0*x**3 + C1*x**2 + C2*x + C3*sqrt(C4*x**5) + C5, p = 6.617265379161489e-14, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*exp(C3*x**3) + C4*log(C5*x**3) + C6, p = 3.710851743744001e-10, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*log(C3*x**3), p = 1.2230590464e-05, parse trees = 3, valid = False
-> C0*x + C1*sqrt(C2*x**2) + C3*exp(C4*x) + C5*log(C6*x) + C7, p = 4.924686192529641e-14, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*log(C3*x) + C4*log(C5*x**2) + C6, p = 1.8495117019054078e-07, parse trees = 2, valid = False
-> C0*x**4 + C1*x + C2*exp(C3*x) + C4*exp(C5*x**4) + C6, p = 1.5389644351655122e-11, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x) + C4*exp(C5*x) + C6, p = 1.5056650921996183e-09, parse trees = 2, valid = False
-> C0*sqrt(C1*x) + C2*sqrt(C3*x**6) + C4, p = 3.649648459776001e-07, parse trees = 2, valid = False
-> C0*log(C1*x**3) + C2*log(C3*x**4) + C4, p = 3.739842772992001e-07, parse trees = 2, valid = False
-> C0*x + C1*exp(C2*x) + C3*exp(C4*x**5) + C5, p = 6.387644962279786e-08, parse trees = 3, valid = False
-> C0*x**3 + C1*x**2 + C2*sqrt(C3*x) + C4, p = 1.9772845840876443e-06, parse trees = 6, valid = False
-> C0*sqrt(C1*x**2) + C2*log(C3*x**5) + C4, p = 8.053063680000001e-08, parse trees = 1, valid = False
-> C0*x**3 + C1*exp(C2*x**3), p = 5.662310400000001e-05, parse trees = 2, valid = False
-> C0*x**7 + C1*x**3, p = 3.2614907904000014e-06, parse trees = 1, valid = False
-> C0*exp(C1*x**8) + C2, p = 1.4495514624000008e-07, parse trees = 1, valid = False
-> C0*x**4 + C1*exp(C2*x**4) + C3, p = 1.4690289810325642e-07, parse trees = 2, valid = False
-> C0*sqrt(C1*x**5) + C2*exp(C3*x), p = 6.291456e-06, parse trees = 1, valid = False
-> C0*sqrt(C1*x) + C2*exp(C3*x**7) + C4, p = 1.4495514624000005e-07, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x**2) + C4*exp(C5*x) + C6, p = 1.021182928882946e-14, parse trees = 1, valid = False
-> C0*sqrt(C1*x**5) + C2*exp(C3*x) + C4, p = 1.3376138772480004e-06, parse trees = 4, valid = False
-> C0*sqrt(C1*x**4) + C2*log(C3*x), p = 1.5728640000000003e-05, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*x + C3*sqrt(C4*x), p = 2.348273369088e-07, parse trees = 1, valid = False
-> C0*sqrt(C1*x**2) + C2*sqrt(C3*x**3) + C4*exp(C5*x), p = 2.0132659200000002e-07, parse trees = 1, valid = False
-> C0*x**2 + C1*sqrt(C2*x**4) + C3*exp(C4*x) + C5*log(C6*x) + C7, p = 2.188749418902062e-14, parse trees = 1, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x**2) + C4*exp(C5*x) + C6*log(C7*x) + C8, p = 3.4626699791224017e-11, parse trees = 1, valid = False
-> C0*x**6 + C1*exp(C2*x), p = 2.264924160000001e-05, parse trees = 2, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*log(C4*x**5) + C5, p = 1.15964116992e-08, parse trees = 1, valid = False
-> C0*x**6 + C1*sqrt(C2*x) + C3*exp(C4*x**2) + C5, p = 1.7313349895612015e-10, parse trees = 1, valid = False
-> C0*x**2 + C1*exp(C2*x**6) + C3, p = 1.1944304050176004e-07, parse trees = 3, valid = False
-> C0*x**3 + C1*exp(C2*x) + C3*exp(C4*x**2) + C5, p = 2.9592187230486534e-08, parse trees = 2, valid = False
-> C0*x**4 + C1*x + C2*sqrt(C3*x) + C4*exp(C5*x) + C6, p = 7.5144747810816e-09, parse trees = 1, valid = False
-> C0*sqrt(C1*x**3) + C2*log(C3*x**2), p = 3.1457280000000007e-05, parse trees = 2, valid = False
-> C0*x**4 + C1*x**2 + C2*exp(C3*x) + C4, p = 1.538964435165512e-11, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*sqrt(C4*x**3) + C5, p = 3.9876024282277486e-07, parse trees = 3, valid = False
-> C0*x**2 + C1*x + C2*exp(C3*x**4), p = 3.263654959136952e-06, parse trees = 3, valid = False
-> C0*x**2 + C1*log(C2*x**6) + C3, p = 8.107793589259472e-07, parse trees = 3, valid = False
-> C0*x**3 + C1*x**2 + C2*log(C3*x**2), p = 1.6307453952000005e-06, parse trees = 1, valid = False
-> C0*sqrt(C1*x**2) + C2*exp(C3*x) + C4*exp(C5*x**3) + C6, p = 9.277129359360004e-10, parse trees = 1, valid = False
-> C0*x**5 + C1*x**3 + C2*exp(C3*x**6), p = 2.671813255495681e-09, parse trees = 1, valid = False
-> C0*x**3 + C1*sqrt(C2*x**3), p = 5.662310400000001e-05, parse trees = 2, valid = False
-> C0*sqrt(C1*x**9) + C2*log(C3*x**3), p = 2.5769803776000015e-08, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*sqrt(C3*x) + C4*exp(C5*x**2) + C6, p = 3.0057899124326414e-09, parse trees = 1, valid = False
-> C0*x**5 + C1*x**4 + C2, p = 4.2999853590257045e-07, parse trees = 3, valid = False
-> C0*x + C1*sqrt(C2*x**4) + C3*log(C4*x**2) + C5*log(C6*x**4) + C7, p = 6.3035983264379416e-15, parse trees = 1, valid = False
-> C0*x**7 + C1*x**4 + C2, p = 8.656674947806008e-10, parse trees = 1, valid = False
-> C0*sqrt(C1*x**6) + C2*exp(C3*x) + C4*log(C5*x) + C6, p = 1.0307921510400005e-09, parse trees = 1, valid = False
-> C0*sqrt(C1*x**4) + C2*log(C3*x**3) + C4, p = 5.218385264640001e-08, parse trees = 1, valid = False
-> C0*x + C1*sqrt(C2*x) + C3*exp(C4*x**2), p = 1.1324620800000001e-05, parse trees = 2, valid = False
-> C0*x**3 + C1*log(C2*x) + C3*log(C4*x**2) + C5, p = 8.950574405910532e-09, parse trees = 3, valid = False
-> C0*x + C1*sqrt(C2*x**3) + C3*exp(C4*x) + C5, p = 2.0873541058560005e-08, parse trees = 2, valid = False
-> C0*sqrt(C1*x**3) + C2*log(C3*x**2) + C4, p = 7.195718414499842e-06, parse trees = 6, valid = False
-> C0*sqrt(C1*x**4) + C2*exp(C3*x**2) + C4, p = 6.011579824865282e-10, parse trees = 1, valid = False
-> C0*x + C1*exp(C2*x**7) + C3, p = 7.462290928435202e-07, parse trees = 2, valid = False
-> C0*x**7 + C1*sqrt(C2*x) + C3*sqrt(C4*x**3) + C5, p = 1.923705543956891e-10, parse trees = 1, valid = False
-> C0*x**5 + C1*log(C2*x), p = 2.8311552e-05, parse trees = 1, valid = False
-> C0*x**3 + C1*x**2 + C2*log(C3*x**3) + C4, p = 1.8786186952704004e-07, parse trees = 2, valid = False
-> C0*x**2 + C1*x + C2*sqrt(C3*x) + C4*log(C5*x) + C6*log(C7*x**4) + C8, p = 3.8474110879137816e-11, parse trees = 1, valid = False
-> C0*x**4 + C1*exp(C2*x) + C3*exp(C4*x**3), p = 1.4495514624e-07, parse trees = 1, valid = False
